step,time_s,veh,lane_pos_m,speed_mps,lead_of_this,gap_m,safe_m,action
141,142.000,side_flow_s_n.1,16.166,4.340,side_flow_n_s.4,6.658,10.432,brake_to_lead:side_flow_n_s.4
141,142.000,side_flow_s_n.5,15.176,3.043,side_flow_s_n.1,61.390,8.072,follow_free
141,142.000,side_flow_n_s.5,10.595,0.000,side_flow_s_n.5,74.298,4.000,follow_free
141,142.000,side_flow_s_n.2,7.349,1.584,side_flow_n_s.5,42.576,5.862,follow_free
141,142.000,side_flow_s_n.6,3.638,2.988,side_flow_s_n.2,43.312,7.980,follow_free
141,142.000,side_flow_n_s.6,3.594,0.000,side_flow_s_n.6,92.824,4.000,follow_free
142,143.000,main_flow_e_w.7,241.799,0.000,,,4.000,free
142,143.000,main_flow_e_w.0,241.799,0.000,main_flow_e_w.7,3.200,4.000,brake_close_to:main_flow_e_w.7
142,143.000,leader,241.799,0.000,,,4.000,leader_state:fast
142,143.000,main_flow_e_w.3,238.993,2.495,leader,238.185,7.186,brake_to_lead:leader
142,143.000,main_flow_e_w.13,234.798,0.000,main_flow_e_w.3,261.414,4.000,follow_free
142,143.000,main_flow_e_w.1,234.798,0.000,main_flow_e_w.13,3.200,4.000,brake_close_to:main_flow_e_w.13
142,143.000,main_flow_e_w.6,227.797,0.000,main_flow_e_w.1,7.698,4.000,follow_free
142,143.000,main_flow_e_w.2,227.797,0.000,main_flow_e_w.6,3.200,4.000,brake_close_to:main_flow_e_w.6
142,143.000,main_flow_e_w.10,220.796,0.000,main_flow_e_w.2,7.698,4.000,follow_free
142,143.000,main_flow_e_w.5,220.796,0.000,main_flow_e_w.10,3.200,4.000,brake_close_to:main_flow_e_w.10
142,143.000,main_flow_e_w.11,213.795,0.000,main_flow_e_w.5,7.698,4.000,follow_free
142,143.000,main_flow_e_w.9,213.795,0.000,main_flow_e_w.11,3.200,4.000,brake_close_to:main_flow_e_w.11
142,143.000,main_flow_e_w.16,206.794,0.000,main_flow_e_w.9,7.698,4.000,follow_free
142,143.000,main_flow_e_w.8,206.794,0.000,main_flow_e_w.16,3.200,4.000,brake_close_to:main_flow_e_w.16
142,143.000,main_flow_e_w.18,199.793,0.000,main_flow_e_w.8,7.698,4.000,follow_free
142,143.000,turn01,199.793,0.000,main_flow_e_w.18,3.200,4.000,brake_close_to:main_flow_e_w.18
142,143.000,main_flow_e_w.4,195.765,4.504,turn01,253.172,10.759,brake_to_lead:turn01
142,143.000,main_flow_e_w.15,192.792,0.000,main_flow_e_w.4,260.192,4.000,follow_free
142,143.000,main_flow_e_w.12,192.792,0.000,main_flow_e_w.15,3.200,4.000,brake_close_to:main_flow_e_w.15
142,143.000,main_flow_e_w.24,185.791,0.000,main_flow_e_w.12,7.698,4.000,follow_free
142,143.000,main_flow_e_w.19,185.791,0.000,main_flow_e_w.24,3.200,4.000,brake_close_to:main_flow_e_w.24
142,143.000,main_flow_e_w.26,178.790,0.000,main_flow_e_w.19,7.698,4.000,follow_free
142,143.000,main_flow_e_w.14,178.790,0.000,main_flow_e_w.26,3.200,4.000,brake_close_to:main_flow_e_w.26
142,143.000,main_flow_e_w.27,171.789,0.000,main_flow_e_w.14,7.698,4.000,follow_free
142,143.000,main_flow_e_w.17,171.789,0.000,main_flow_e_w.27,3.200,4.000,brake_close_to:main_flow_e_w.27
142,143.000,main_flow_e_w.29,164.788,0.000,main_flow_e_w.17,7.698,4.000,follow_free
142,143.000,main_flow_e_w.20,164.788,0.000,main_flow_e_w.29,3.200,4.000,brake_close_to:main_flow_e_w.29
142,143.000,main_flow_e_w.28,157.787,0.000,main_flow_e_w.20,7.697,4.000,follow_free
142,143.000,main_flow_e_w.21,157.787,0.000,main_flow_e_w.28,3.200,4.000,brake_close_to:main_flow_e_w.28
142,143.000,main_flow_e_w.25,150.786,0.000,main_flow_e_w.21,7.697,4.000,follow_free
142,143.000,main_flow_e_w.23,150.786,0.000,main_flow_e_w.25,3.200,4.000,brake_close_to:main_flow_e_w.25
142,143.000,main_flow_e_w.34,143.785,0.000,main_flow_e_w.23,7.697,4.000,follow_free
142,143.000,main_flow_e_w.22,143.785,0.000,main_flow_e_w.34,3.200,4.000,brake_close_to:main_flow_e_w.34
142,143.000,main_flow_e_w.35,136.784,0.000,main_flow_e_w.22,7.697,4.000,follow_free
142,143.000,main_flow_e_w.30,136.784,0.000,main_flow_e_w.35,3.200,4.000,brake_close_to:main_flow_e_w.35
142,143.000,main_flow_e_w.33,129.783,0.000,main_flow_e_w.30,7.697,4.000,follow_free
142,143.000,main_flow_e_w.32,129.783,0.000,main_flow_e_w.33,3.200,4.000,brake_close_to:main_flow_e_w.33
142,143.000,main_flow_e_w.31,122.782,0.000,main_flow_e_w.32,7.001,4.000,follow_free
142,143.000,main_flow_e_w.39,122.397,1.068,main_flow_e_w.31,3.223,5.195,brake_close_to:main_flow_e_w.31
142,143.000,main_flow_e_w.36,115.781,0.000,main_flow_e_w.39,7.349,4.000,follow_free
142,143.000,main_flow_e_w.37,113.434,1.279,main_flow_e_w.36,3.968,5.461,brake_close_to:main_flow_e_w.36
142,143.000,main_flow_e_w.40,108.780,0.000,main_flow_e_w.37,5.648,4.000,follow_free
142,143.000,main_flow_e_w.38,105.054,2.849,main_flow_e_w.40,4.911,7.751,brake_to_lead:main_flow_e_w.40
142,143.000,main_flow_e_w.41,101.779,0.000,main_flow_e_w.38,4.579,4.000,follow_free
142,143.000,main_flow_e_w.43,94.778,0.000,main_flow_e_w.41,7.698,4.000,follow_free
142,143.000,main_flow_e_w.42,57.500,2.299,main_flow_e_w.43,37.415,6.886,brake_to_lead:main_flow_e_w.43
142,143.000,side_flow_n_s.1,38.599,0.000,main_flow_e_w.42,194.212,4.000,follow_free
142,143.000,side_flow_s_n.3,38.599,0.636,side_flow_n_s.1,23.025,4.681,follow_free
142,143.000,side_flow_s_n.0,33.485,4.428,side_flow_s_n.3,55.286,10.606,brake_to_lead:side_flow_s_n.3
142,143.000,side_flow_n_s.2,31.598,0.000,side_flow_s_n.0,25.683,4.000,follow_free
142,143.000,side_flow_s_n.4,30.962,2.425,side_flow_n_s.2,37.576,7.079,brake_to_lead:side_flow_n_s.2
142,143.000,side_flow_n_s.3,24.597,0.000,side_flow_s_n.4,44.556,4.000,follow_free
142,143.000,side_flow_s_n.5,20.267,5.091,side_flow_n_s.3,55.229,11.971,brake_to_lead:side_flow_n_s.3
142,143.000,side_flow_s_n.1,19.059,2.893,side_flow_s_n.5,59.192,7.823,follow_free
142,143.000,side_flow_n_s.4,17.596,0.000,side_flow_s_n.1,4.349,4.000,follow_free
142,143.000,side_flow_s_n.2,10.696,3.347,side_flow_n_s.4,32.267,8.591,brake_to_lead:side_flow_n_s.4
142,143.000,side_flow_n_s.5,10.595,0.000,side_flow_s_n.2,39.240,4.000,follow_free
142,143.000,side_flow_s_n.6,7.120,3.482,side_flow_n_s.5,82.347,8.830,brake_to_lead:side_flow_n_s.5
142,143.000,side_flow_n_s.6,3.594,0.000,side_flow_s_n.6,89.343,4.000,follow_free
143,144.000,main_flow_e_w.7,241.799,0.000,,,4.000,free
143,144.000,main_flow_e_w.0,241.799,0.000,main_flow_e_w.7,3.200,4.000,brake_close_to:main_flow_e_w.7
143,144.000,leader,241.799,0.000,,,4.000,leader_state:fast
143,144.000,main_flow_e_w.3,240.656,1.663,leader,239.847,5.971,follow_free
143,144.000,main_flow_e_w.13,234.798,0.000,main_flow_e_w.3,263.077,4.000,follow_free
143,144.000,main_flow_e_w.1,234.798,0.000,main_flow_e_w.13,3.200,4.000,brake_close_to:main_flow_e_w.13
143,144.000,main_flow_e_w.6,227.797,0.000,main_flow_e_w.1,7.698,4.000,follow_free
143,144.000,main_flow_e_w.2,227.797,0.000,main_flow_e_w.6,3.200,4.000,brake_close_to:main_flow_e_w.6
143,144.000,main_flow_e_w.10,220.796,0.000,main_flow_e_w.2,7.698,4.000,follow_free
143,144.000,main_flow_e_w.5,220.796,0.000,main_flow_e_w.10,3.200,4.000,brake_close_to:main_flow_e_w.10
143,144.000,main_flow_e_w.11,213.795,0.000,main_flow_e_w.5,7.698,4.000,follow_free
143,144.000,main_flow_e_w.9,213.795,0.000,main_flow_e_w.11,3.200,4.000,brake_close_to:main_flow_e_w.11
143,144.000,main_flow_e_w.16,206.794,0.000,main_flow_e_w.9,7.698,4.000,follow_free
143,144.000,main_flow_e_w.8,206.794,0.000,main_flow_e_w.16,3.200,4.000,brake_close_to:main_flow_e_w.16
143,144.000,main_flow_e_w.18,199.793,0.000,main_flow_e_w.8,7.698,4.000,follow_free
143,144.000,turn01,199.793,0.000,main_flow_e_w.18,3.200,4.000,brake_close_to:main_flow_e_w.18
143,144.000,main_flow_e_w.4,198.768,3.003,turn01,256.175,8.005,brake_to_lead:turn01
143,144.000,main_flow_e_w.15,192.792,0.000,main_flow_e_w.4,263.195,4.000,follow_free
143,144.000,main_flow_e_w.12,192.792,0.000,main_flow_e_w.15,3.200,4.000,brake_close_to:main_flow_e_w.15
143,144.000,main_flow_e_w.24,185.791,0.000,main_flow_e_w.12,7.698,4.000,follow_free
143,144.000,main_flow_e_w.19,185.791,0.000,main_flow_e_w.24,3.200,4.000,brake_close_to:main_flow_e_w.24
143,144.000,main_flow_e_w.26,178.790,0.000,main_flow_e_w.19,7.698,4.000,follow_free
143,144.000,main_flow_e_w.14,178.790,0.000,main_flow_e_w.26,3.200,4.000,brake_close_to:main_flow_e_w.26
143,144.000,main_flow_e_w.27,171.789,0.000,main_flow_e_w.14,7.698,4.000,follow_free
143,144.000,main_flow_e_w.17,171.789,0.000,main_flow_e_w.27,3.200,4.000,brake_close_to:main_flow_e_w.27
143,144.000,main_flow_e_w.29,164.788,0.000,main_flow_e_w.17,7.698,4.000,follow_free
143,144.000,main_flow_e_w.20,164.788,0.000,main_flow_e_w.29,3.200,4.000,brake_close_to:main_flow_e_w.29
143,144.000,main_flow_e_w.28,157.787,0.000,main_flow_e_w.20,7.697,4.000,follow_free
143,144.000,main_flow_e_w.21,157.787,0.000,main_flow_e_w.28,3.200,4.000,brake_close_to:main_flow_e_w.28
143,144.000,main_flow_e_w.25,150.786,0.000,main_flow_e_w.21,7.697,4.000,follow_free
143,144.000,main_flow_e_w.23,150.786,0.000,main_flow_e_w.25,3.200,4.000,brake_close_to:main_flow_e_w.25
143,144.000,main_flow_e_w.34,143.785,0.000,main_flow_e_w.23,7.697,4.000,follow_free
143,144.000,main_flow_e_w.22,143.785,0.000,main_flow_e_w.34,3.200,4.000,brake_close_to:main_flow_e_w.34
143,144.000,main_flow_e_w.35,136.784,0.000,main_flow_e_w.22,7.697,4.000,follow_free
143,144.000,main_flow_e_w.30,136.784,0.000,main_flow_e_w.35,3.200,4.000,brake_close_to:main_flow_e_w.35
143,144.000,main_flow_e_w.33,129.783,0.000,main_flow_e_w.30,7.697,4.000,follow_free
143,144.000,main_flow_e_w.32,129.783,0.000,main_flow_e_w.33,3.200,4.000,brake_close_to:main_flow_e_w.33
143,144.000,main_flow_e_w.39,122.782,0.385,main_flow_e_w.32,7.697,4.402,follow_free
143,144.000,main_flow_e_w.31,122.782,0.000,main_flow_e_w.39,3.200,4.000,brake_close_to:main_flow_e_w.39
143,144.000,main_flow_e_w.36,115.781,0.000,main_flow_e_w.31,7.001,4.000,follow_free
143,144.000,main_flow_e_w.37,114.458,1.023,main_flow_e_w.36,3.463,5.140,brake_close_to:main_flow_e_w.36
143,144.000,main_flow_e_w.40,108.780,0.000,main_flow_e_w.37,6.518,4.000,follow_free
143,144.000,main_flow_e_w.38,106.433,1.380,main_flow_e_w.40,3.968,5.591,brake_close_to:main_flow_e_w.40
143,144.000,main_flow_e_w.41,101.779,0.000,main_flow_e_w.38,5.648,4.000,follow_free
143,144.000,main_flow_e_w.43,96.735,1.958,main_flow_e_w.41,5.973,6.384,brake_close_to:main_flow_e_w.41
143,144.000,main_flow_e_w.42,59.032,1.532,main_flow_e_w.43,37.839,5.793,follow_free
143,144.000,side_flow_n_s.1,38.599,0.000,main_flow_e_w.42,192.681,4.000,follow_free
143,144.000,side_flow_s_n.3,38.599,0.000,side_flow_n_s.1,23.025,4.000,follow_free
143,144.000,side_flow_s_n.0,36.648,3.164,side_flow_s_n.3,58.449,8.276,brake_to_lead:side_flow_s_n.3
143,144.000,side_flow_n_s.2,31.598,0.000,side_flow_s_n.0,28.824,4.000,follow_free
143,144.000,side_flow_s_n.4,31.598,0.636,side_flow_n_s.2,36.943,4.681,follow_free
143,144.000,side_flow_s_n.1,24.644,5.586,side_flow_s_n.4,53.446,13.052,brake_to_lead:side_flow_s_n.4
143,144.000,side_flow_n_s.3,24.597,0.000,side_flow_s_n.1,10.158,4.000,follow_free
143,144.000,side_flow_s_n.5,23.661,3.394,side_flow_n_s.3,51.841,8.674,brake_to_lead:side_flow_n_s.3
143,144.000,side_flow_n_s.4,17.596,0.000,side_flow_s_n.5,58.830,4.000,follow_free
143,144.000,main_flow_e_w.44,13.801,13.890,side_flow_n_s.4,239.396,39.327,brake_to_lead:side_flow_n_s.4
143,144.000,side_flow_s_n.2,12.927,2.231,main_flow_e_w.44,234.610,6.784,follow_free
143,144.000,side_flow_n_s.5,10.595,0.000,side_flow_s_n.2,37.017,4.000,follow_free
143,144.000,side_flow_s_n.6,9.442,2.322,side_flow_n_s.5,80.027,6.920,brake_to_lead:side_flow_n_s.5
143,144.000,side_flow_n_s.6,3.594,0.000,side_flow_s_n.6,87.023,4.000,follow_free
144,145.000,main_flow_e_w.7,241.799,0.000,,,4.000,free
144,145.000,main_flow_e_w.0,241.799,0.000,main_flow_e_w.7,3.200,4.000,brake_close_to:main_flow_e_w.7
144,145.000,leader,241.799,0.000,,,4.000,leader_state:fast
144,145.000,main_flow_e_w.13,234.798,0.000,leader,24.262,4.000,follow_free
144,145.000,main_flow_e_w.1,234.798,0.000,main_flow_e_w.13,3.200,4.000,brake_close_to:main_flow_e_w.13
144,145.000,main_flow_e_w.6,227.797,0.000,main_flow_e_w.1,7.698,4.000,follow_free
144,145.000,main_flow_e_w.2,227.797,0.000,main_flow_e_w.6,3.200,4.000,brake_close_to:main_flow_e_w.6
144,145.000,main_flow_e_w.10,220.796,0.000,main_flow_e_w.2,7.698,4.000,follow_free
144,145.000,main_flow_e_w.5,220.796,0.000,main_flow_e_w.10,3.200,4.000,brake_close_to:main_flow_e_w.10
144,145.000,main_flow_e_w.11,213.795,0.000,main_flow_e_w.5,7.698,4.000,follow_free
144,145.000,main_flow_e_w.9,213.795,0.000,main_flow_e_w.11,3.200,4.000,brake_close_to:main_flow_e_w.11
144,145.000,main_flow_e_w.16,206.794,0.000,main_flow_e_w.9,7.698,4.000,follow_free
144,145.000,main_flow_e_w.8,206.794,0.000,main_flow_e_w.16,3.200,4.000,brake_close_to:main_flow_e_w.16
144,145.000,main_flow_e_w.4,200.770,2.002,main_flow_e_w.8,251.176,6.447,brake_to_lead:main_flow_e_w.8
144,145.000,main_flow_e_w.18,199.793,0.000,main_flow_e_w.4,258.196,4.000,follow_free
144,145.000,turn01,199.793,0.000,main_flow_e_w.18,3.200,4.000,brake_close_to:main_flow_e_w.18
144,145.000,main_flow_e_w.15,192.792,0.000,turn01,7.698,4.000,follow_free
144,145.000,main_flow_e_w.12,192.792,0.000,main_flow_e_w.15,3.200,4.000,brake_close_to:main_flow_e_w.15
144,145.000,main_flow_e_w.24,185.791,0.000,main_flow_e_w.12,7.698,4.000,follow_free
144,145.000,main_flow_e_w.19,185.791,0.000,main_flow_e_w.24,3.200,4.000,brake_close_to:main_flow_e_w.24
144,145.000,main_flow_e_w.26,178.790,0.000,main_flow_e_w.19,7.698,4.000,follow_free
144,145.000,main_flow_e_w.14,178.790,0.000,main_flow_e_w.26,3.200,4.000,brake_close_to:main_flow_e_w.26
144,145.000,main_flow_e_w.27,171.789,0.000,main_flow_e_w.14,7.698,4.000,follow_free
144,145.000,main_flow_e_w.17,171.789,0.000,main_flow_e_w.27,3.200,4.000,brake_close_to:main_flow_e_w.27
144,145.000,main_flow_e_w.29,164.788,0.000,main_flow_e_w.17,7.698,4.000,follow_free
144,145.000,main_flow_e_w.20,164.788,0.000,main_flow_e_w.29,3.200,4.000,brake_close_to:main_flow_e_w.29
144,145.000,main_flow_e_w.28,157.787,0.000,main_flow_e_w.20,7.697,4.000,follow_free
144,145.000,main_flow_e_w.21,157.787,0.000,main_flow_e_w.28,3.200,4.000,brake_close_to:main_flow_e_w.28
144,145.000,main_flow_e_w.25,150.786,0.000,main_flow_e_w.21,7.697,4.000,follow_free
144,145.000,main_flow_e_w.23,150.786,0.000,main_flow_e_w.25,3.200,4.000,brake_close_to:main_flow_e_w.25
144,145.000,main_flow_e_w.34,143.785,0.000,main_flow_e_w.23,7.697,4.000,follow_free
144,145.000,main_flow_e_w.22,143.785,0.000,main_flow_e_w.34,3.200,4.000,brake_close_to:main_flow_e_w.34
144,145.000,main_flow_e_w.35,136.784,0.000,main_flow_e_w.22,7.697,4.000,follow_free
144,145.000,main_flow_e_w.30,136.784,0.000,main_flow_e_w.35,3.200,4.000,brake_close_to:main_flow_e_w.35
144,145.000,main_flow_e_w.33,129.783,0.000,main_flow_e_w.30,7.697,4.000,follow_free
144,145.000,main_flow_e_w.32,129.783,0.000,main_flow_e_w.33,3.200,4.000,brake_close_to:main_flow_e_w.33
144,145.000,main_flow_e_w.39,122.782,0.000,main_flow_e_w.32,7.697,4.000,follow_free
144,145.000,main_flow_e_w.31,122.782,0.000,main_flow_e_w.39,3.200,4.000,brake_close_to:main_flow_e_w.39
144,145.000,main_flow_e_w.36,115.781,0.000,main_flow_e_w.31,7.001,4.000,follow_free
144,145.000,main_flow_e_w.37,115.276,0.819,main_flow_e_w.36,3.240,4.893,brake_close_to:main_flow_e_w.36
144,145.000,main_flow_e_w.40,108.780,0.000,main_flow_e_w.37,7.242,4.000,follow_free
144,145.000,main_flow_e_w.38,107.457,1.023,main_flow_e_w.40,3.463,5.140,brake_close_to:main_flow_e_w.40
144,145.000,main_flow_e_w.41,101.779,0.000,main_flow_e_w.38,6.518,4.000,follow_free
144,145.000,main_flow_e_w.43,98.302,1.566,main_flow_e_w.41,4.725,5.839,brake_close_to:main_flow_e_w.41
144,145.000,main_flow_e_w.42,62.279,3.247,main_flow_e_w.43,36.164,8.419,follow_free
144,145.000,side_flow_s_n.0,38.757,2.109,main_flow_e_w.42,191.333,6.603,follow_free
144,145.000,side_flow_n_s.1,38.599,0.000,side_flow_s_n.0,37.891,4.000,follow_free
144,145.000,side_flow_s_n.3,38.599,0.000,side_flow_n_s.1,23.025,4.000,follow_free
144,145.000,side_flow_n_s.2,31.598,0.000,side_flow_s_n.3,29.974,4.000,follow_free
144,145.000,side_flow_s_n.4,31.598,0.000,side_flow_n_s.2,36.943,4.000,follow_free
144,145.000,side_flow_s_n.1,28.580,3.936,side_flow_s_n.4,57.382,9.657,brake_to_lead:side_flow_s_n.4
144,145.000,side_flow_s_n.5,24.597,0.936,side_flow_s_n.1,64.383,5.034,follow_free
144,145.000,side_flow_n_s.3,24.597,0.000,side_flow_s_n.5,50.907,4.000,follow_free
144,145.000,main_flow_e_w.44,23.061,9.260,side_flow_n_s.3,229.466,22.788,brake_to_lead:side_flow_n_s.3
144,145.000,side_flow_s_n.2,17.799,4.872,main_flow_e_w.44,225.354,11.510,follow_free
144,145.000,side_flow_n_s.4,17.596,0.000,side_flow_s_n.2,25.209,4.000,follow_free
144,145.000,side_flow_s_n.6,10.989,1.548,side_flow_n_s.4,71.486,5.814,follow_free
144,145.000,side_flow_n_s.5,10.595,0.000,side_flow_s_n.6,78.481,4.000,follow_free
144,145.000,side_flow_n_s.6,3.594,0.000,side_flow_n_s.5,7.001,4.000,follow_free
145,146.000,main_flow_e_w.7,241.799,0.000,,,4.000,free
145,146.000,main_flow_e_w.0,241.799,0.000,main_flow_e_w.7,3.200,4.000,brake_close_to:main_flow_e_w.7
145,146.000,leader,241.799,0.000,,,4.000,leader_state:fast
145,146.000,main_flow_e_w.13,234.798,0.000,leader,24.262,4.000,follow_free
145,146.000,main_flow_e_w.1,234.798,0.000,main_flow_e_w.13,3.200,4.000,brake_close_to:main_flow_e_w.13
145,146.000,main_flow_e_w.6,227.797,0.000,main_flow_e_w.1,7.698,4.000,follow_free
145,146.000,main_flow_e_w.2,227.797,0.000,main_flow_e_w.6,3.200,4.000,brake_close_to:main_flow_e_w.6
145,146.000,main_flow_e_w.10,220.796,0.000,main_flow_e_w.2,7.698,4.000,follow_free
145,146.000,main_flow_e_w.5,220.796,0.000,main_flow_e_w.10,3.200,4.000,brake_close_to:main_flow_e_w.10
145,146.000,main_flow_e_w.11,213.795,0.000,main_flow_e_w.5,7.698,4.000,follow_free
145,146.000,main_flow_e_w.9,213.795,0.000,main_flow_e_w.11,3.200,4.000,brake_close_to:main_flow_e_w.11
145,146.000,main_flow_e_w.16,206.794,0.000,main_flow_e_w.9,7.698,4.000,follow_free
145,146.000,main_flow_e_w.8,206.794,0.000,main_flow_e_w.16,3.200,4.000,brake_close_to:main_flow_e_w.16
145,146.000,main_flow_e_w.4,202.104,1.335,main_flow_e_w.8,252.510,5.533,follow_free
145,146.000,main_flow_e_w.18,199.793,0.000,main_flow_e_w.4,259.531,4.000,follow_free
145,146.000,turn01,199.793,0.000,main_flow_e_w.18,3.200,4.000,brake_close_to:main_flow_e_w.18
145,146.000,main_flow_e_w.15,192.792,0.000,turn01,7.698,4.000,follow_free
145,146.000,main_flow_e_w.12,192.792,0.000,main_flow_e_w.15,3.200,4.000,brake_close_to:main_flow_e_w.15
145,146.000,main_flow_e_w.24,185.791,0.000,main_flow_e_w.12,7.698,4.000,follow_free
145,146.000,main_flow_e_w.19,185.791,0.000,main_flow_e_w.24,3.200,4.000,brake_close_to:main_flow_e_w.24
145,146.000,main_flow_e_w.26,178.790,0.000,main_flow_e_w.19,7.698,4.000,follow_free
145,146.000,main_flow_e_w.14,178.790,0.000,main_flow_e_w.26,3.200,4.000,brake_close_to:main_flow_e_w.26
145,146.000,main_flow_e_w.27,171.789,0.000,main_flow_e_w.14,7.698,4.000,follow_free
145,146.000,main_flow_e_w.17,171.789,0.000,main_flow_e_w.27,3.200,4.000,brake_close_to:main_flow_e_w.27
145,146.000,main_flow_e_w.29,164.788,0.000,main_flow_e_w.17,7.698,4.000,follow_free
145,146.000,main_flow_e_w.20,164.788,0.000,main_flow_e_w.29,3.200,4.000,brake_close_to:main_flow_e_w.29
145,146.000,main_flow_e_w.28,157.787,0.000,main_flow_e_w.20,7.697,4.000,follow_free
145,146.000,main_flow_e_w.21,157.787,0.000,main_flow_e_w.28,3.200,4.000,brake_close_to:main_flow_e_w.28
145,146.000,main_flow_e_w.25,150.786,0.000,main_flow_e_w.21,7.697,4.000,follow_free
145,146.000,main_flow_e_w.23,150.786,0.000,main_flow_e_w.25,3.200,4.000,brake_close_to:main_flow_e_w.25
145,146.000,main_flow_e_w.34,143.785,0.000,main_flow_e_w.23,7.697,4.000,follow_free
145,146.000,main_flow_e_w.22,143.785,0.000,main_flow_e_w.34,3.200,4.000,brake_close_to:main_flow_e_w.34
145,146.000,main_flow_e_w.35,136.784,0.000,main_flow_e_w.22,7.697,4.000,follow_free
145,146.000,main_flow_e_w.30,136.784,0.000,main_flow_e_w.35,3.200,4.000,brake_close_to:main_flow_e_w.35
145,146.000,main_flow_e_w.33,129.783,0.000,main_flow_e_w.30,7.697,4.000,follow_free
145,146.000,main_flow_e_w.32,129.783,0.000,main_flow_e_w.33,3.200,4.000,brake_close_to:main_flow_e_w.33
145,146.000,main_flow_e_w.39,122.782,0.000,main_flow_e_w.32,7.697,4.000,follow_free
145,146.000,main_flow_e_w.31,122.782,0.000,main_flow_e_w.39,3.200,4.000,brake_close_to:main_flow_e_w.39
145,146.000,main_flow_e_w.37,115.781,0.505,main_flow_e_w.31,7.697,4.533,follow_free
145,146.000,main_flow_e_w.36,115.781,0.000,main_flow_e_w.37,3.200,4.000,brake_close_to:main_flow_e_w.37
145,146.000,main_flow_e_w.40,108.780,0.000,main_flow_e_w.36,7.001,4.000,follow_free
145,146.000,main_flow_e_w.38,108.275,0.819,main_flow_e_w.40,3.240,4.893,brake_close_to:main_flow_e_w.40
145,146.000,main_flow_e_w.41,101.779,0.000,main_flow_e_w.38,7.242,4.000,follow_free
145,146.000,main_flow_e_w.43,99.555,1.253,main_flow_e_w.41,3.897,5.427,brake_close_to:main_flow_e_w.41
145,146.000,main_flow_e_w.42,67.444,5.165,main_flow_e_w.43,32.270,12.129,brake_to_lead:main_flow_e_w.43
145,146.000,side_flow_n_s.1,38.599,0.000,main_flow_e_w.42,184.274,4.000,follow_free
145,146.000,side_flow_s_n.3,38.599,0.000,side_flow_n_s.1,23.025,4.000,follow_free
145,146.000,side_flow_n_s.2,31.598,0.000,side_flow_s_n.3,29.974,4.000,follow_free
145,146.000,side_flow_s_n.4,31.598,0.000,side_flow_n_s.2,36.943,4.000,follow_free
145,146.000,side_flow_s_n.1,31.204,2.624,side_flow_s_n.4,60.006,7.389,brake_to_lead:side_flow_s_n.4
145,146.000,main_flow_e_w.44,29.234,6.173,side_flow_s_n.1,222.234,14.408,brake_to_lead:side_flow_s_n.1
145,146.000,side_flow_s_n.5,24.597,0.000,main_flow_e_w.44,221.237,4.000,follow_free
145,146.000,side_flow_n_s.3,24.597,0.000,side_flow_s_n.5,50.907,4.000,follow_free
145,146.000,side_flow_n_s.4,17.596,0.000,side_flow_n_s.3,7.001,4.000,follow_free
145,146.000,side_flow_s_n.6,14.259,3.269,side_flow_n_s.4,68.220,8.457,brake_to_lead:side_flow_n_s.4
